"id"	"title"	"hash"	"explanation"	"type"	"question_imgs"	"explanation_imgs"	"question_origin"	"options"	"created_at"	"updated_at"
"16079"	"在Shopify中，如果想要创建混合套装并且需要实时库存同步功能，应该如何操作？"	"5fd63c0a4e442ddd26588753e4a8f419"	"对于混合套装，需要转到Shopify App Store找到直接集成到Shopify后台中且包括实时库存同步功能的一系列策展的第三方套装应用。"	"single"	"[]"	"[]"	"1"	"[{""id"":54661,""question_id"":16079,""title"":""转到Shopify App Store寻找第三方套装应用""},{""id"":54662,""question_id"":16079,""title"":""直接使用Shopify Bundles""},{""id"":54663,""question_id"":16079,""title"":""使用Bundles API""},{""id"":54664,""question_id"":16079,""title"":""升级到Shopify Plus""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16080"	"以下哪项描述准确说明了产品套装库存的决定因素？"	"59fea2214ce61992796267e7f3d9ba37"	"套装库存是由套装中包含的每种产品的库存水平决定的，其中库存水平最低的产品决定了可以销售的套装数量。"	"single"	"[]"	"[]"	"1"	"[{""id"":54665,""question_id"":16080,""title"":""套装库存由套装中最受欢迎的产品库存水平决定""},{""id"":54666,""question_id"":16080,""title"":""套装库存由套装中库存水平最低的产品决定""},{""id"":54667,""question_id"":16080,""title"":""套装库存由套装中库存水平最高的产品决定""},{""id"":54668,""question_id"":16080,""title"":""套装库存由套装中所有产品的平均库存水平决定""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16081"	"产品库存水平的更新频率是怎样的？"	"08e5130997ee980a0fe0f2a421b33328"	"产品库存水平会实时更新。"	"single"	"[]"	"[]"	"1"	"[{""id"":54669,""question_id"":16081,""title"":""每周更新一次""},{""id"":54670,""question_id"":16081,""title"":""每天更新一次""},{""id"":54671,""question_id"":16081,""title"":""实时更新""},{""id"":54672,""question_id"":16081,""title"":""每月更新一次""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16082"	"在Shopify中创建产品套装之前需要完成哪一步？"	"4f8c2a8714af9769c015109abaf23928"	"在Shopify中创建产品套装之前，需要先创建单个产品，因为套装是由多个产品组成的。"	"single"	"[]"	"[]"	"1"	"[{""id"":54673,""question_id"":16082,""title"":""先创建产品""},{""id"":54674,""question_id"":16082,""title"":""先选择物流公司""},{""id"":54675,""question_id"":16082,""title"":""先设置优惠券""},{""id"":54676,""question_id"":16082,""title"":""先进行市场调研""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16083"	"在 Shopify 后台创建套装时，若要增加套装中的产品数量，应该如何操作？"	"31a69a2958c1d4ce49cc0900f23dadda"	"根据提供的步骤，若要增加套装中的产品数量，需要调整数量字段中的数值。"	"single"	"[]"	"[]"	"1"	"[{""id"":54677,""question_id"":16083,""title"":""调整数量字段中的数值""},{""id"":54678,""question_id"":16083,""title"":""点击产品旁边的 ...，然后选择 添加数量作为选项""},{""id"":54679,""question_id"":16083,""title"":""点击 ✓""},{""id"":54680,""question_id"":16083,""title"":""点击 ←""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16084"	"在 Shopify 后台创建套装时，若要创建合装包套装，应该如何操作？"	"d5437a8bf83791203410c2df5188bf1a"	"根据提供的步骤，若要创建合装包套装，需要点击 ...，并选择 复制产品。"	"single"	"[]"	"[]"	"1"	"[{""id"":54681,""question_id"":16084,""title"":""点击 ...，并选择 复制产品""},{""id"":54682,""question_id"":16084,""title"":""点击 ✓""},{""id"":54683,""question_id"":16084,""title"":""点击 ←""},{""id"":54684,""question_id"":16084,""title"":""点击 保存并继续""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"

"16085"	"在 Shopify 应用中创建套装并设置产品状态时，如果选择设置为活跃，接下来应该确保选择了什么？"	"6bb7bc9270b879af4050e753ab6d6e12"	"根据提供的步骤，如果在设置产品状态对话框中选择设置为活跃，接下来应该确保选择了在线商店销售渠道。"	"single"	"[]"	"[]"	"1"	"[{""id"":54685,""question_id"":16085,""title"":""在线商店 销售渠道""},{""id"":54686,""question_id"":16085,""title"":""另存为草稿""},{""id"":54687,""question_id"":16085,""title"":""保存并继续""},{""id"":54688,""question_id"":16085,""title"":""添加数量作为选项""}]"	"14/2/2025 10:35:11"	"14/2/2025 10:35:11"


